,original_index,item_number,document_number,volume,start_page,page_length,agency,title,action_FR_coded,phase,action,joint,publication_date,html_url,REG_DOT_GOV_DOCNO,RIN,identifier,URL,coded_on_sheet
499,171,1,2015-05001,80,11865,21,OSHA,"Procedures for the Handling of Retaliation Complaints Under Section 806 of the Sarbanes-Oxley Act of 2002, as Amended",Final rule.,FINAL,Issuance,No,3/5/15,https://www.federalregister.gov/documents/2015/03/05/2015-05001/procedures-for-the-handling-of-retaliation-complaints-under-section-806-of-the-sarbanes-oxley-act-of,OSHA-2011-0126-0009,1218-AC53,OSHA-2011-0126,https://www.regulations.gov/docket?D=OSHA-2011-0126,Documents
500,172,0,2011-13370,76,31518,26,SEC,Disqualification of Felons and Other “Bad Actors” From Rule 506 Offerings,Proposed rule.,NPR,Issuance,No,6/1/11,https://www.federalregister.gov/documents/2011/06/01/2011-13370/disqualification-of-felons-and-other-bad-actors-from-rule-506-offerings,SEC-2011-0760-0001,,S7-21-11,https://www.sec.gov/comments/s7-21-11/s72111.shtml,Documents
501,172,1,2013-16884,78,44806,50,SEC,"Amendments to Regulation D, Form D and Rule 156",Proposed rules.,NPR,Issuance,No,7/24/13,https://www.federalregister.gov/documents/2013/07/24/2013-16884/amendments-to-regulation-d-form-d-and-rule-156,SEC-2013-1338-0001,,S7-06-13,https://www.sec.gov/comments/s7-06-13/s70613.shtml,Documents
502,172,2,2013-16983,78,44729,43,SEC,Disqualification of Felons and Other “Bad Actors” From Rule 506 Offerings,Final rule.,FINAL,Issuance,No,7/24/13,https://www.federalregister.gov/documents/2013/07/24/2013-16983/disqualification-of-felons-and-other-bad-actors-from-rule-506-offerings,SEC-2013-1336-0001,,S7-21-11,https://www.sec.gov/comments/s7-21-11/s72111.shtml,Documents
503,173,0,2011-6940,76,16707,6,SEC,"Rule 17Ad-17; Transfer Agents', Brokers', and Dealers' Obligation To Search for Lost Securityholders; Paying Agents' Obligation To Search for Missing Securityholders",Proposed rule.,NPR,Issuance,No,3/25/11,https://www.federalregister.gov/documents/2011/03/25/2011-6940/rule-17ad-17-transfer-agents-brokers-and-dealers-obligation-to-search-for-lost-securityholders,SEC-2011-0401-0001,,S7-11-11,https://www.sec.gov/comments/s7-11-11/s71111.shtml,Documents
504,173,1,2013-01269,78,4768,17,SEC,Lost Securityholders and Unresponsive Payees,Final rule.,FINAL,Issuance,No,1/23/13,https://www.federalregister.gov/documents/2013/01/23/2013-01269/lost-securityholders-and-unresponsive-payees,SEC-2013-0132-0001,,S7-11-11,https://www.sec.gov/comments/s7-11-11/s71111.shtml,Documents
505,175,0,2011-12659,76,33419,145,SEC,Nationally Recognized Statistical Rating Organizations,Proposed rules.,NPR,Issuance,No,6/8/11,https://www.federalregister.gov/documents/2011/06/08/2011-12659/nationally-recognized-statistical-rating-organizations,SEC-2011-0792-0001,,S7-18-11,https://www.sec.gov/comments/s7-18-11/s71811.shtml,Documents
506,175,1,2014-20890,79,55077,238,SEC,Nationally Recognized Statistical Rating Organizations,Final rules.,FINAL,Issuance,No,9/15/14,https://www.federalregister.gov/documents/2014/09/15/2014-20890/nationally-recognized-statistical-rating-organizations,SEC-2014-1545-0001,,S7-18-11,https://www.sec.gov/comments/s7-18-11/s71811.shtml,Documents
507,176,0,2011-5184,76,12896,21,SEC,References to Credit Ratings in Certain Investment Company Act Rules and Forms,Proposed rule.,NPR,Issuance,No,3/9/11,https://www.federalregister.gov/documents/2011/03/09/2011-5184/references-to-credit-ratings-in-certain-investment-company-act-rules-and-forms,SEC-2011-0321-0001,,S7-07-11,https://www.sec.gov/comments/s7-07-11/s70711.shtml,Documents
508,176,1,2013-31425,79,1316,15,SEC,Removal of Certain References to Credit Ratings Under the Investment Company Act,Final rule.,FINAL,Issuance,No,1/8/14,https://www.federalregister.gov/documents/2014/01/08/2013-31425/removal-of-certain-references-to-credit-ratings-under-the-investment-company-act,SEC-2014-0038-0001,,S7-07-11,https://www.sec.gov/comments/s7-07-11/s70711.shtml,Documents
509,177,0,2011-4070,76,11164,9,NCUA,Removing References to Credit Ratings in Regulations; Proposing Alternatives to the Use of Credit Ratings,Notice of proposed rulemaking.,NPR,Issuance,No,3/1/11,https://www.federalregister.gov/documents/2011/03/01/2011-4070/removing-references-to-credit-ratings-in-regulations-proposing-alternatives-to-the-use-of-credit,NCUA-2011-0012-0001,3133-AD86,Removing References to Credit Ratings,https://web.archive.org/web/20121007212708/http://www.ncua.gov/Legal/Pages/PRs20110217CrRat.aspx,Documents
510,177,1,2012-30076,77,74103,10,NCUA,Alternatives to the Use of Credit Ratings,Final rule.,FINAL,Issuance,No,12/13/12,https://www.federalregister.gov/documents/2012/12/13/2012-30076/alternatives-to-the-use-of-credit-ratings,NCUA-2012-0040-0001,3133-AD86,Removing References to Credit Ratings,https://web.archive.org/web/20121007212708/http://www.ncua.gov/Legal/Pages/PRs20110217CrRat.aspx,Documents
511,178,0,2011-3259,76,8946,16,SEC,Security Ratings,Proposed rule.,NPR,Issuance,No,2/16/11,https://www.federalregister.gov/documents/2011/02/16/2011-3259/security-ratings,SEC-2011-0221-0001,,S7-18-08,https://www.sec.gov/comments/s7-18-08/s71808.shtml,Documents
512,178,1,2011-19421,76,46603,19,SEC,Security Ratings,Final rule.,FINAL,Issuance,No,8/3/11,https://www.federalregister.gov/documents/2011/08/03/2011-19421/security-ratings,SEC-2011-1111-0001,,S7-18-08,https://www.sec.gov/comments/s7-18-08/s71808.shtml,Documents
513,179,0,2010-27555,75,67254,5,CFTC,Removing Any Reference to or Reliance on Credit Ratings in Commission Regulations; Proposing Alternatives to the Use of Credit Ratings,Notice of proposed rulemaking.,NPR,Issuance,No,11/2/10,https://www.federalregister.gov/documents/2010/11/02/2010-27555/removing-any-reference-to-or-reliance-on-credit-ratings-in-commission-regulations-proposing,CFTC-2010-0152-0001,3038-AD11,888,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=888,Documents
514,179,1,2011-18777,76,44262,4,CFTC,Removing Any Reference to or Reliance on Credit Ratings in Commission Regulations; Proposing Alternatives to the Use of Credit Ratings,Final rule.,FINAL,Issuance,No,7/25/11,https://www.federalregister.gov/documents/2011/07/25/2011-18777/removing-any-reference-to-or-reliance-on-credit-ratings-in-commission-regulations-proposing,CFTC-2011-0099-0001,3038-AD11,888,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=888,Documents
515,180,0,2010-27657,75,67642,16,CFTC,Investment of Customer Funds and Funds Held in an Account for Foreign Futures and Foreign Options Transactions,Proposed rule.,NPR,Issuance,No,11/3/10,https://www.federalregister.gov/documents/2010/11/03/2010-27657/investment-of-customer-funds-and-funds-held-in-an-account-for-foreign-futures-and-foreign-options,CFTC-2010-0157-0001,3038-AC15,894,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=894,Documents
516,180,1,2011-31689,76,78775,29,CFTC,Investment of Customer Funds and Funds Held in an Account for Foreign Futures and Foreign Options Transactions,Final rule.,FINAL,Issuance,No,12/19/11,https://www.federalregister.gov/documents/2011/12/19/2011-31689/investment-of-customer-funds-and-funds-held-in-an-account-for-foreign-futures-and-foreign-options,CFTC-2011-0150-0001,3038-AC79,09-006,https://www.cftc.gov/LawRegulation/PublicComments/09-006.html,Documents
517,181,0,2010-28178,75,68534,10,FHFA,Federal Home Loan Bank Liabilities,Notice of proposed rulemaking; request for comment.,NPR,Issuance,No,11/8/10,https://www.federalregister.gov/documents/2010/11/08/2010-28178/federal-home-loan-bank-liabilities,FHFA-2010-0039-0001,2590-AA36,2590-AA36,https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Federal-Home-Loan-Bank-Liabilities-Notice.aspx,Documents
518,181,1,2010-28178,75,68534,10,FHFB,Federal Home Loan Bank Liabilities,Notice of proposed rulemaking; request for comment.,NPR,Issuance,No,11/8/10,https://www.federalregister.gov/documents/2010/11/08/2010-28178/federal-home-loan-bank-liabilities,FHFB-2010-0011-0001,2590–AA36,2590–AA36,https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Federal-Home-Loan-Bank-Liabilities-Notice.aspx,Documents
519,182,0,2011-2041,76,5292,5,FHFA,"Alternatives to Use of Credit Ratings in Regulations Governing the Federal National Mortgage Association, the Federal Home Loan Mortgage Corporation and the Federal Home Loan Banks",Advance notice of proposed rulemaking; request for comment.,ANPR,Issuance,No,1/31/11,https://www.federalregister.gov/documents/2011/01/31/2011-2041/alternatives-to-use-of-credit-ratings-in-regulations-governing-the-federal-national-mortgage,FHFA-2011-0003-0001/FHFB-2011-0001-0001,2590–AA40,2590–AA40,https://www.fhfa.gov/SupervisionRegulation/Rules/Pages/Alternatives-to-Use-of-Credit-Ratings-in-Regulations-Governing-the-Federal-National-Mortgage-Association-the-Federa.aspx,Documents
520,183,0,2010-25845,75,63107,4,OTS,Alternatives to the Use of External Credit Ratings in the Regulations of the OTS,Advance notice of proposed rulemaking.,ANPR,Issuance,No,10/14/10,https://www.federalregister.gov/documents/2010/10/14/2010-25845/alternatives-to-the-use-of-external-credit-ratings-in-the-regulations-of-the-ots,OTS-2010-0029-0001,1557–AC44,OTS-2010-0029,https://www.regulations.gov/docket?D=OTS-2010-0029,Documents
521,184,0,2010-21051,75,52283,8,FDIC,Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies,Joint Advance Notice of Proposed Rulemaking.,NPR,Issuance,Yes,8/25/10,https://www.federalregister.gov/documents/2010/08/25/2010-21051/advance-notice-of-proposed-rulemaking-regarding-alternatives-to-the-use-of-credit-ratings-in-the,FDIC-2010-0091-0001,3064-AD62,3064-AD62,https://www.fdic.gov/regulations/laws/federal/2010/10comad62.html,Documents
522,184,1,2010-21051,75,52283,8,FRS,Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies,Joint Advance Notice of Proposed Rulemaking.,NPR,Issuance,Yes,8/25/10,https://www.federalregister.gov/documents/2010/08/25/2010-21051/advance-notice-of-proposed-rulemaking-regarding-alternatives-to-the-use-of-credit-ratings-in-the,FRS-2010-0240-0001,7100-AD53,R-1391,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1391&doc_ver=1,Documents
523,184,2,2010-21051,75,52283,8,OCC,Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies,Joint Advance Notice of Proposed Rulemaking.,NPR,Issuance,Yes,8/25/10,https://www.federalregister.gov/documents/2010/08/25/2010-21051/advance-notice-of-proposed-rulemaking-regarding-alternatives-to-the-use-of-credit-ratings-in-the,OCC-2010-0016-0001,1557–AD35,OCC-2010-0016,https://www.regulations.gov/docket?D=OCC-2010-0016,Documents
524,184,3,2010-21051,75,52283,8,OTS,Advance Notice of Proposed Rulemaking Regarding Alternatives to the Use of Credit Ratings in the Risk-Based Capital Guidelines of the Federal Banking Agencies,Joint Advance Notice of Proposed Rulemaking.,NPR,Issuance,Yes,8/25/10,https://www.federalregister.gov/documents/2010/08/25/2010-21051/advance-notice-of-proposed-rulemaking-regarding-alternatives-to-the-use-of-credit-ratings-in-the,OTS-2010-0027-0001,1550–AC43,OTS-2010-0027,https://www.regulations.gov/docket?D=OTS-2010-0027,Dockets
525,185,0,2010-20048,75,49423,5,OCC,Alternatives to the Use of External Credit Ratings in the Regulations of the OCC,Advance notice of proposed rulemaking.,ANPR,Issuance,No,8/13/10,https://www.federalregister.gov/documents/2010/08/13/2010-20048/alternatives-to-the-use-of-external-credit-ratings-in-the-regulations-of-the-occ,OCC-2010-0017-0001,1557–AD36,OCC-2010-0017,https://www.regulations.gov/docket?D=OCC-2010-0017,Documents
526,185,1,2011-30428,76,73526,9,OCC,Alternatives to the Use of External Credit Ratings in the Regulations of the OCC,Notice of proposed rulemaking.,NPR,Issuance,No,11/29/11,https://www.federalregister.gov/documents/2011/11/29/2011-30428/alternatives-to-the-use-of-external-credit-ratings-in-the-regulations-of-the-occ,OCC-2011-0019-0001,1557-AD36,OCC-2011-0019,https://www.regulations.gov/docket?D=OCC-2011-0019,Documents
527,185,2,2012-14169,77,35253,7,OCC,Alternatives to the Use of External Credit Ratings in the Regulations of the OCC,Final rule.,FINAL,Issuance,No,6/13/12,https://www.federalregister.gov/documents/2012/06/13/2012-14169/alternatives-to-the-use-of-external-credit-ratings-in-the-regulations-of-the-occ,OCC-2012-0005-0001,1557-AD36,OCC-2012-0005,https://www.regulations.gov/docket?D=OCC-2012-0005,Documents
528,186,0,2011-10619,76,26549,29,SEC,Removal of Certain References to Credit Ratings Under the Securities Exchange Act of 1934,Proposed rule.,NPR,Issuance,No,5/6/11,https://www.federalregister.gov/documents/2011/05/06/2011-10619/removal-of-certain-references-to-credit-ratings-under-the-securities-exchange-act-of-1934,SEC-2011-0635-0001,,S7-15-11,https://www.sec.gov/comments/s7-15-11/s71511.shtml,Documents
529,186,1,2013-31426,79,1521,30,SEC,Removal of Certain References to Credit Ratings Under the Securities Exchange Act of 1934,Final rule.,FINAL,Issuance,No,1/8/14,https://www.federalregister.gov/documents/2014/01/08/2013-31426/removal-of-certain-references-to-credit-ratings-under-the-securities-exchange-act-of-1934,SEC-2014-0044-0001,,S7-15-11,https://www.sec.gov/comments/s7-15-11/s71511.shtml,Documents
530,190,0,2011-16857,76,39341,3,IRS,Modification of Treasury Regulations Pursuant to Section 939A of the Dodd-Frank Wall Street Reform and Consumer Protection Act,Notice of proposed rulemaking by cross-reference to temporary regulations.,NPR,Issuance,No,7/6/11,https://www.federalregister.gov/documents/2011/07/06/2011-16857/modification-of-treasury-regulations-pursuant-to-section-939a-of-the-dodd-frank-wall-street-reform,IRS-2011-0017-0001,1545-BK27,IRS-2011-0017,https://www.regulations.gov/docket?D=IRS-2011-0017,Documents
531,190,1,2011-16856,76,39278,6,IRS,Modification of Treasury Regulations Pursuant to Section 939A of the Dodd-Frank Wall Street Reform and Consumer Protection Act,Final and temporary regulations.,FINAL,Issuance-Complex,No,7/6/11,https://www.federalregister.gov/documents/2011/07/06/2011-16856/modification-of-treasury-regulations-pursuant-to-section-939a-of-the-dodd-frank-wall-street-reform,IRS-2011-0017-0002,1545-BK27,IRS-2011-0017,https://www.regulations.gov/docket?D=IRS-2011-0017,Documents
532,191,0,2011-22772,76,55308,14,SEC,Treatment of Asset-Backed Issuers Under the Investment Company Act,Advance notice of proposed rulemaking; withdrawal.,ANPR,Withdrawl,No,9/7/11,https://www.federalregister.gov/documents/2011/09/07/2011-22772/treatment-of-asset-backed-issuers-under-the-investment-company-act,SEC-2011-1340-0001,,S7-35-11,https://www.sec.gov/comments/s7-35-11/s73511.shtml,Documents
533,192,0,2011-24785,76,59592,5,TREAS,Government Securities Act Regulations; Replacement of References to Credit Ratings and Technical Amendments,Proposed rule.,NPR,Issuance,No,9/27/11,https://www.federalregister.gov/documents/2011/09/27/2011-24785/government-securities-act-regulations-replacement-of-references-to-credit-ratings-and-technical,TREAS-DO-2011-0009-0001,1535-AA02,TREAS-DO-2011-0009,https://www.regulations.gov/docket?D=TREAS-DO-2011-0009,Documents
534,192,1,2011-24785,76,59592,5,TREAS,Government Securities Act Regulations; Replacement of References to Credit Ratings and Technical Amendments,Proposed rule.,NPR,Issuance,No,9/27/11,https://www.federalregister.gov/documents/2011/09/27/2011-24785/government-securities-act-regulations-replacement-of-references-to-credit-ratings-and-technical,TREAS-DO-2011-0009-0001,1535-AA02,TREAS-DO-2011-0009,https://www.regulations.gov/docket?D=TREAS-DO-2011-0009,Documents
535,193,0,2011-28242,76,67622,4,DOE,Modification of Regulatory Provisions Requiring Credit Rating or Assessments in Accordance With Section 939A of the Dodd-Frank Wall Street Reform and Consumer Protection Act,Proposed rule; request for comment.,NPR,Issuance,No,11/2/11,https://www.federalregister.gov/documents/2011/11/02/2011-28242/modification-of-regulatory-provisions-requiring-credit-rating-or-assessments-in-accordance-with,DOE-HQ-2011-0036-0001,1990-AA38,DOE-HQ-2011-0036,https://www.regulations.gov/docket?D=DOE-HQ-2011-0036,Documents
536,195,0,2011-31883,76,78085,6,FDIC,Permissible Investments for Federal and State Savings Associations: Corporate Debt Securities,Notice of proposed rulemaking.,NPR,Issuance,No,12/15/11,https://www.federalregister.gov/documents/2011/12/15/2011-31883/permissible-investments-for-federal-and-state-savings-associations-corporate-debt-securities,FDIC-2011-0170-0001,3064-AD88,3064-AD88,https://www.fdic.gov/regulations/laws/federal/2011/11comad88.html,Documents
